,ID,Date,Day,Month,Year,User Name,Location,Text,Language,Retweet counts,Favorites counts,Hashtags
2450,1444150146971832320,2021-10-02 04:00:00+00:00,2,10,2021,World Nuclear News,,"@ExelonGen has announced plans for more than USD300 million-worth of capital projects at its Byron and Dresden #nuclear power plants, and hiring 650 employees, following the state of Illinois's passage of clean energy legislation https://t.co/6oAioHQN6W https://t.co/QRHmOHLrUX",en,1.0,2.0,"[{'text': 'nuclear', 'indices': [111, 119]}]"
2451,1443973534255042560,2021-10-01 16:18:12+00:00,1,10,2021,World Nuclear News,,"The Western Australian Department of Mines, Industry Regulation and Safety has approved @Vimy_Resources' Mulga Rock Mining Proposal and associated Mine Closure Plan #uranium #nuclear https://t.co/60qpcsZmb7 https://t.co/FLY6seyGe3",en,6.0,29.0,"[{'text': 'uranium', 'indices': [165, 173]}, {'text': 'nuclear', 'indices': [174, 182]}]"
2452,1443972777128734720,2021-10-01 16:15:12+00:00,1,10,2021,World Nuclear News,,"The UK government has today published a strategy setting out how it will leverage scientific, commercial and international leadership to enable the delivery of fusion energy #nuclear https://t.co/QEdIQrgz5l https://t.co/mQhcu2WypU",en,2.0,8.0,"[{'text': 'nuclear', 'indices': [174, 182]}]"
2453,1443972179868229632,2021-10-01 16:12:50+00:00,1,10,2021,World Nuclear News,,"Licensing of the planned Paks II #nuclear power plant has been delayed, the Hungarian Atomic Energy Authority has announced https://t.co/N6h0S1J6L8 https://t.co/QatxawrEaC",en,3.0,14.0,"[{'text': 'nuclear', 'indices': [33, 41]}]"
2454,1443971396430860288,2021-10-01 16:09:43+00:00,1,10,2021,World Nuclear News,,"@ExelonGen has announced plans for more than USD300 million-worth of capital projects at its Byron and Dresden #nuclear power plants, and hiring 650 employees, following the state of Illinois's passage of clean energy legislation https://t.co/6oAioI8ovw https://t.co/rjGhriCpYc",en,0.0,0.0,"[{'text': 'nuclear', 'indices': [111, 119]}]"
2455,1443797823246544896,2021-10-01 04:40:00+00:00,1,10,2021,World Nuclear News,,"A full-scale first-of-its kind mock-up of the main vessels of the U-Battery advanced modular reactor, revealed yesterday by @U_Battery and Cavendish #Nuclear, has demonstrated how the reactor can be built using modular techniques https://t.co/YEE1qUQDOW https://t.co/0TH3yTgMpT",en,3.0,7.0,"[{'text': 'Nuclear', 'indices': [149, 157]}]"
2456,1443795306735276032,2021-10-01 04:30:00+00:00,1,10,2021,World Nuclear News,,"A new #nuclear medicine manufacturing facility will be built in Australia at Lucas Heights, the home of the Australian Nuclear Science and Technology Organisation (@ANSTO) https://t.co/VWxLky53aB https://t.co/mJyZtt4KJh",en,14.0,41.0,"[{'text': 'nuclear', 'indices': [6, 14]}]"
2457,1443792790425509888,2021-10-01 04:20:00+00:00,1,10,2021,World Nuclear News,,@TerrestrialMSR has signed an agreement with @Orano_usa for the supply of #nuclear fuel for its Integral Molten Salt Reactor https://t.co/CLOBisKcbV https://t.co/GWoktHce1z,en,4.0,19.0,"[{'text': 'nuclear', 'indices': [74, 82]}]"
2458,1443790273558032384,2021-10-01 04:10:00+00:00,1,10,2021,World Nuclear News,,South Africa's cabinet has approved the construction of the Multipurpose Reactor to succeed the Safari-1 research reactor which is located at Pelindaba #nuclear https://t.co/m4dAUT4Ei5 https://t.co/yUno2xEdbP,en,16.0,77.0,"[{'text': 'nuclear', 'indices': [152, 160]}]"
2459,1443787760200945664,2021-10-01 04:00:00+00:00,1,10,2021,World Nuclear News,,"Tomáš Kovalovský, chairman of the Czech Nuclear Association, and Tomáš Měřínský, chairman of Sekurkon, provide an overview of the Nuclear Power - New #Nuclear Builds conference, held on 23 September in Prague https://t.co/qbgmKoJ1XM https://t.co/ny6e2NtfHD",cs,3.0,8.0,"[{'text': 'Nuclear', 'indices': [150, 158]}]"
